1;arms_factory;2952.00;10.80;1364.00;0.06;0
1;arms_factory;2950.00;12.40;1365.00;4.18;0
1;arms_factory;2950.00;12.40;1365.00;4.28;0
1;arms_factory;2945.00;9.68;1358.00;2.12;0
1;arms_factory;2947.00;10.23;1359.00;4.79;0
1;arms_factory;2949.00;10.05;1372.00;1.17;0
1;industrial_complex;2943.00;10.45;1370.00;4.18;0
1;industrial_complex;2947.00;9.53;1353.00;0.57;0
1;industrial_complex;2953.00;10.38;1365.00;4.69;0
1;industrial_complex;2953.00;10.38;1365.00;5.90;0
1;industrial_complex;2946.00;12.65;1366.00;2.63;0
1;industrial_complex;2950.00;11.53;1358.00;5.30;0
1;air_base;2950.00;11.53;1358.00;1.68;0
1;naval_base;2949.00;9.53;1374.00;-3.00;5555
1;naval_base;2943.00;9.50;1362.00;-1.19;5579
1;naval_base;2940.00;9.50;1360.00;-0.79;5579
1;bunker;2952.00;11.25;1366.00;0.13;0
1;bunker;2946.00;10.32;1361.00;4.25;0
1;bunker;2943.00;10.73;1369.00;4.35;0
1;coastal_bunker;2942.00;9.50;1363.00;-1.19;0
1;coastal_bunker;2953.00;9.78;1372.00;0.98;0
1;coastal_bunker;2949.00;9.50;1351.00;-0.79;0
1;dockyard;2942.00;9.50;1363.00;-1.19;0
1;anti_air_building;2948.00;9.63;1353.00;0.63;0
1;anti_air_building;2948.00;9.63;1353.00;3.30;0
1;anti_air_building;2951.00;11.65;1367.00;4.86;0
1;synthetic_refinery;2952.00;11.32;1367.00;1.24;0
1;radar_station;2948.00;13.38;1365.00;4.41;0
1;rocket_site;2951.00;11.13;1359.00;1.75;0
1;nuclear_reactor;2951.00;11.13;1359.00;3.30;0
2;arms_factory;3003.00;9.98;1363.00;4.28;0
2;arms_factory;3015.00;9.63;1349.00;2.12;0
2;arms_factory;3015.00;11.20;1356.00;4.79;0
2;arms_factory;3016.00;10.85;1354.00;1.17;0
2;arms_factory;3002.00;10.20;1369.00;4.18;0
2;arms_factory;3004.00;9.73;1356.00;0.57;0
2;industrial_complex;2998.00;9.80;1363.00;4.69;0
2;industrial_complex;3002.00;10.78;1374.00;5.90;0
2;industrial_complex;3010.00;11.48;1363.00;2.63;0
2;industrial_complex;2997.00;10.45;1369.00;5.30;0
2;industrial_complex;3012.00;11.85;1361.00;1.68;0
2;industrial_complex;3003.00;9.98;1363.00;4.34;0
2;air_base;3009.00;11.95;1367.00;1.07;0
2;naval_base;3018.00;9.50;1348.00;0.32;1452
2;naval_base;2998.00;9.50;1357.00;-0.93;5656
2;naval_base;2989.00;9.50;1364.00;-0.90;5579
2;naval_base;3022.00;9.50;1346.00;0.17;1452
2;naval_base;3001.00;9.50;1353.00;-0.46;5656
2;bunker;3002.00;10.78;1374.00;4.85;0
2;bunker;3016.00;11.00;1355.00;0.13;0
2;bunker;3014.00;12.43;1362.00;2.80;0
2;bunker;2992.00;10.57;1371.00;0.63;0
2;bunker;3002.00;9.85;1361.00;3.30;0
2;bunker;3013.00;10.28;1352.00;4.86;0
2;bunker;3002.00;9.53;1354.00;1.24;0
2;coastal_bunker;3009.00;9.50;1348.00;-0.90;0
2;coastal_bunker;2998.00;9.50;1356.00;-0.93;0
2;coastal_bunker;2990.00;9.50;1364.00;-0.90;0
2;coastal_bunker;3001.00;9.50;1353.00;-0.46;0
2;coastal_bunker;3022.00;9.50;1347.00;0.17;0
2;dockyard;2997.00;9.50;1357.00;-0.93;0
2;anti_air_building;3006.00;11.43;1371.00;1.75;0
2;anti_air_building;3019.00;10.82;1354.00;4.42;0
2;anti_air_building;3002.00;10.00;1365.00;0.80;0
2;synthetic_refinery;3007.00;10.20;1356.00;3.81;0
2;radar_station;3006.00;10.45;1362.00;6.12;0
2;rocket_site;2995.00;11.03;1372.00;2.86;0
2;nuclear_reactor;3013.00;12.32;1363.00;0.70;0
3;arms_factory;2930.00;15.32;1445.00;4.79;0
3;arms_factory;2934.00;16.15;1451.00;1.17;0
3;arms_factory;2925.00;15.23;1443.00;4.18;0
3;arms_factory;2925.00;16.70;1438.00;0.57;0
3;arms_factory;2928.00;15.30;1444.00;4.69;0
3;arms_factory;2932.00;14.85;1453.00;5.90;0
3;industrial_complex;2928.00;15.07;1445.00;2.63;0
3;industrial_complex;2929.00;14.65;1452.00;5.30;0
3;industrial_complex;2930.00;16.15;1442.00;1.68;0
3;industrial_complex;2923.00;14.40;1452.00;4.34;0
3;industrial_complex;2932.00;15.48;1444.00;1.07;0
3;industrial_complex;2933.00;16.08;1451.00;2.29;0
3;air_base;2926.00;13.98;1456.00;0.13;0
3;bunker;2927.00;15.07;1437.00;4.25;0
3;bunker;2932.00;13.93;1455.00;4.35;0
3;bunker;2931.00;15.32;1445.00;2.19;0
3;bunker;2928.00;13.50;1455.00;4.85;0
3;bunker;2928.00;15.18;1450.00;0.13;0
3;bunker;2929.00;10.70;1464.00;2.80;0
3;anti_air_building;2922.00;14.32;1452.00;0.63;0
3;anti_air_building;2931.00;15.55;1444.00;3.30;0
3;anti_air_building;2919.00;12.73;1453.00;4.86;0
3;synthetic_refinery;2929.00;15.07;1446.00;1.24;0
3;radar_station;2927.00;14.82;1451.00;4.41;0
3;rocket_site;2927.00;13.70;1457.00;1.75;0
3;nuclear_reactor;2929.00;15.53;1438.00;3.30;0
4;arms_factory;3026.00;11.03;1487.00;0.57;0
4;arms_factory;3045.00;14.78;1490.00;4.69;0
4;arms_factory;3037.00;13.65;1476.00;5.90;0
4;arms_factory;3044.00;13.38;1496.00;2.63;0
4;arms_factory;3057.00;11.95;1476.00;5.30;0
4;arms_factory;3059.00;11.93;1484.00;1.68;0
4;industrial_complex;3042.00;13.55;1488.00;4.34;0
4;industrial_complex;3056.00;12.85;1481.00;1.07;0
4;industrial_complex;3060.00;10.15;1489.00;2.29;0
4;industrial_complex;3037.00;13.75;1471.00;0.13;0
4;industrial_complex;3046.00;14.20;1490.00;4.25;0
4;industrial_complex;3056.00;11.90;1470.00;4.35;0
4;air_base;3046.00;12.90;1496.00;2.19;0
4;bunker;3054.00;13.20;1477.00;4.85;0
4;bunker;3038.00;13.60;1472.00;0.13;0
4;bunker;3054.00;12.23;1484.00;2.80;0
4;bunker;3057.00;11.28;1486.00;0.63;0
4;bunker;3047.00;13.07;1489.00;3.30;0
4;bunker;3063.00;10.43;1477.00;4.86;0
4;bunker;3032.00;11.98;1489.00;1.24;0
4;bunker;3063.00;9.90;1491.00;5.37;0
4;bunker;3040.00;13.00;1488.00;1.75;0
4;bunker;3068.00;9.93;1483.00;3.30;0
4;anti_air_building;3063.00;11.03;1483.00;1.14;0
4;anti_air_building;3046.00;11.45;1485.00;2.35;0
4;anti_air_building;3052.00;10.43;1488.00;0.19;0
4;synthetic_refinery;3041.00;13.57;1473.00;1.75;0
4;radar_station;3046.00;11.95;1482.00;3.95;0
4;rocket_site;3040.00;12.60;1479.00;0.80;0
4;nuclear_reactor;3059.00;11.07;1470.00;3.81;0
5;arms_factory;3148.00;9.70;1615.00;5.90;0
5;arms_factory;3150.00;9.78;1617.00;2.63;0
5;arms_factory;3119.00;9.60;1619.00;5.30;0
5;arms_factory;3135.00;9.70;1613.00;1.68;0
5;arms_factory;3150.00;9.70;1614.00;4.34;0
5;arms_factory;3142.00;9.65;1619.00;1.07;0
5;industrial_complex;3160.00;9.82;1620.00;2.29;0
5;industrial_complex;3139.00;9.70;1612.00;0.13;0
5;industrial_complex;3127.00;9.60;1615.00;4.25;0
5;industrial_complex;3124.00;9.65;1611.00;4.35;0
5;industrial_complex;3152.00;9.80;1611.00;2.19;0
5;industrial_complex;3146.00;9.70;1617.00;4.85;0
5;air_base;3143.00;9.70;1615.00;0.13;0
5;naval_base;3131.00;9.57;1627.00;-1.89;2256
5;naval_base;3135.00;9.50;1620.00;-1.82;2256
5;naval_base;3119.00;9.53;1612.00;-1.77;2256
5;bunker;3126.00;9.68;1622.00;4.86;0
5;bunker;3123.00;9.68;1611.00;1.24;0
5;bunker;3157.00;9.80;1612.00;5.37;0
5;bunker;3140.00;9.70;1613.00;1.75;0
5;bunker;3143.00;9.70;1621.00;3.30;0
5;bunker;3153.00;10.30;1621.00;1.14;0
5;coastal_bunker;3137.00;9.50;1626.00;-1.82;0
5;coastal_bunker;3121.00;9.57;1613.00;-1.77;0
5;coastal_bunker;3123.00;9.60;1621.00;-1.89;0
5;dockyard;3121.00;9.57;1613.00;-1.77;0
5;anti_air_building;3143.00;9.70;1617.00;0.80;0
5;anti_air_building;3159.00;9.70;1617.00;3.81;0
5;anti_air_building;3123.00;9.70;1619.00;5.02;0
5;synthetic_refinery;3141.00;9.60;1623.00;2.86;0
5;radar_station;3138.00;9.60;1619.00;5.36;0
5;rocket_site;3150.00;9.75;1612.00;0.80;0
5;nuclear_reactor;3133.00;9.70;1615.00;4.93;0
6;arms_factory;2890.00;10.05;1540.00;5.30;0
6;arms_factory;2861.00;10.20;1534.00;1.68;0
6;arms_factory;2886.00;10.03;1541.00;4.34;0
6;arms_factory;2856.00;9.65;1539.00;1.07;0
6;arms_factory;2885.00;9.93;1535.00;2.29;0
6;arms_factory;2872.00;9.65;1541.00;0.13;0
6;industrial_complex;2873.00;9.70;1538.00;4.25;0
6;industrial_complex;2854.00;9.70;1540.00;4.35;0
6;industrial_complex;2848.00;9.68;1539.00;2.19;0
6;industrial_complex;2879.00;9.70;1541.00;4.85;0
6;industrial_complex;2859.00;9.70;1531.00;0.13;0
6;industrial_complex;2875.00;9.80;1534.00;2.80;0
6;air_base;2859.00;10.28;1536.00;0.63;0
6;naval_base;2855.00;9.57;1543.00;-2.16;8621
6;naval_base;2872.00;9.50;1544.00;-2.55;8621
6;naval_base;2847.00;9.50;1540.00;-2.68;8621
6;bunker;2869.00;9.75;1539.00;5.37;0
6;bunker;2881.00;9.70;1539.00;1.75;0
6;bunker;2864.00;10.30;1538.00;3.30;0
6;bunker;2850.00;9.68;1536.00;1.14;0
6;bunker;2864.00;9.75;1532.00;2.35;0
6;bunker;2877.00;9.60;1544.00;0.19;0
6;bunker;2891.00;10.13;1540.00;1.75;0
6;bunker;2876.00;9.75;1537.00;4.42;0
6;coastal_bunker;2873.00;9.55;1544.00;-2.55;0
6;coastal_bunker;2854.00;9.60;1542.00;-2.16;0
6;coastal_bunker;2851.00;9.50;1542.00;-2.68;0
6;dockyard;2848.00;9.53;1540.00;-2.68;0
6;anti_air_building;2866.00;9.93;1535.00;0.70;0
6;anti_air_building;2875.00;9.60;1542.00;0.80;0
6;anti_air_building;2858.00;9.73;1540.00;4.93;0
6;synthetic_refinery;2884.00;9.73;1537.00;1.31;0
6;radar_station;2872.00;9.70;1538.00;4.18;0
6;rocket_site;2862.00;9.70;1531.00;5.54;0
6;nuclear_reactor;2855.00;9.70;1541.00;3.37;0
7;arms_factory;2864.00;9.68;1543.00;4.34;0
7;arms_factory;2884.00;9.60;1558.00;1.07;0
7;arms_factory;2882.00;9.68;1570.00;2.29;0
7;arms_factory;2883.00;9.63;1570.00;0.13;0
7;arms_factory;2884.00;9.60;1557.00;4.25;0
7;arms_factory;2881.00;9.70;1569.00;4.35;0
7;industrial_complex;2875.00;9.65;1553.00;2.19;0
7;industrial_complex;2885.00;9.65;1556.00;4.85;0
7;industrial_complex;2881.00;9.70;1568.00;0.13;0
7;industrial_complex;2873.00;9.53;1550.00;2.80;0
7;industrial_complex;2881.00;9.60;1556.00;0.63;0
7;industrial_complex;2878.00;9.63;1559.00;3.30;0
7;air_base;2864.00;9.50;1548.00;4.86;0
7;naval_base;2880.00;9.50;1576.00;-1.77;2775
7;naval_base;2872.00;9.50;1550.00;-2.03;8621
7;naval_base;2866.00;9.50;1544.00;-3.93;8621
7;naval_base;2877.00;9.50;1565.00;-2.36;2775
7;naval_base;2868.00;9.50;1554.00;-1.47;8621
7;naval_base;2875.00;9.50;1562.00;-2.16;2775
7;bunker;2883.00;9.60;1562.00;0.19;0
7;bunker;2881.00;9.68;1566.00;1.75;0
7;bunker;2874.00;9.68;1553.00;4.42;0
7;bunker;2878.00;9.60;1557.00;0.80;0
7;bunker;2881.00;9.70;1572.00;3.81;0
7;bunker;2873.00;9.53;1550.00;5.02;0
7;bunker;2864.00;9.68;1543.00;2.86;0
7;coastal_bunker;2879.00;9.50;1575.00;-1.77;0
7;coastal_bunker;2868.00;9.50;1552.00;-2.03;0
7;coastal_bunker;2871.00;9.50;1553.00;-1.47;0
7;coastal_bunker;2868.00;9.53;1544.00;-3.93;0
7;coastal_bunker;2879.00;9.53;1571.00;-2.36;0
7;coastal_bunker;2872.00;9.50;1559.00;-2.16;0
7;dockyard;2879.00;9.50;1572.00;-2.36;0
7;anti_air_building;2873.00;9.70;1556.00;6.04;0
7;anti_air_building;2878.00;9.70;1561.00;2.42;0
7;anti_air_building;2876.00;9.60;1554.00;3.98;0
7;synthetic_refinery;2859.00;9.65;1544.00;1.82;0
7;radar_station;2875.00;9.50;1563.00;4.83;0
7;rocket_site;2880.00;9.70;1570.00;6.04;0
7;nuclear_reactor;2859.00;9.70;1543.00;3.88;0
8;arms_factory;2900.00;11.38;1516.00;2.29;0
8;arms_factory;2900.00;11.40;1517.00;0.13;0
8;arms_factory;2900.00;11.48;1518.00;4.25;0
8;arms_factory;2900.00;10.80;1507.00;4.35;0
8;arms_factory;2902.00;10.80;1508.00;2.19;0
8;arms_factory;2900.00;10.85;1509.00;4.85;0
8;industrial_complex;2903.00;10.80;1509.00;0.13;0
8;industrial_complex;2899.00;10.90;1510.00;2.80;0
8;industrial_complex;2903.00;10.82;1510.00;0.63;0
8;industrial_complex;2899.00;11.10;1511.00;3.30;0
8;industrial_complex;2902.00;10.93;1511.00;4.86;0
8;industrial_complex;2898.00;11.32;1512.00;1.24;0
8;air_base;2901.00;11.03;1512.00;5.37;0
8;bunker;2904.00;10.85;1512.00;1.75;0
8;anti_air_building;2898.00;11.43;1513.00;3.30;0
8;anti_air_building;2902.00;10.98;1513.00;1.14;0
8;anti_air_building;2899.00;11.40;1514.00;2.35;0
8;synthetic_refinery;2902.00;11.00;1514.00;0.19;0
8;radar_station;2901.00;11.07;1514.00;2.47;0
8;rocket_site;2898.00;11.73;1516.00;4.42;0
8;nuclear_reactor;2898.00;11.80;1517.00;0.80;0
9;arms_factory;3053.00;12.20;1519.00;4.25;0
9;arms_factory;3038.00;12.53;1513.00;4.35;0
9;arms_factory;3052.00;12.65;1514.00;2.19;0
9;arms_factory;3028.00;11.80;1508.00;4.85;0
9;arms_factory;3017.00;12.65;1510.00;0.13;0
9;arms_factory;3028.00;13.23;1503.00;2.80;0
9;industrial_complex;3022.00;13.88;1504.00;0.63;0
9;industrial_complex;3043.00;10.30;1528.00;3.30;0
9;industrial_complex;3021.00;11.18;1524.00;4.86;0
9;industrial_complex;3014.00;14.00;1508.00;1.24;0
9;industrial_complex;3063.00;12.40;1523.00;5.37;0
9;industrial_complex;3033.00;10.95;1527.00;1.75;0
9;air_base;3045.00;12.65;1513.00;3.30;0
9;bunker;3048.00;11.35;1521.00;1.14;0
9;bunker;3027.00;12.32;1515.00;2.35;0
9;bunker;3034.00;11.10;1527.00;0.19;0
9;bunker;3032.00;13.55;1496.00;1.75;0
9;bunker;3030.00;11.85;1508.00;4.42;0
9;bunker;3032.00;10.45;1524.00;0.80;0
9;bunker;3051.00;11.80;1521.00;3.81;0
9;bunker;3025.00;11.15;1523.00;5.02;0
9;bunker;3062.00;12.15;1523.00;2.86;0
9;bunker;3016.00;12.05;1519.00;0.70;0
9;bunker;3056.00;12.70;1515.00;0.80;0
9;bunker;3044.00;10.30;1528.00;4.93;0
9;bunker;3038.00;12.53;1509.00;1.31;0
9;bunker;3020.00;14.73;1504.00;5.43;0
9;anti_air_building;3042.00;10.40;1526.00;5.54;0
9;anti_air_building;3054.00;11.20;1522.00;3.37;0
9;anti_air_building;3060.00;12.70;1516.00;6.04;0
9;synthetic_refinery;3061.00;12.15;1520.00;2.42;0
9;radar_station;3038.00;12.35;1515.00;5.59;0
9;rocket_site;3030.00;11.98;1505.00;1.82;0
9;nuclear_reactor;3042.00;11.45;1520.00;4.49;0
10;arms_factory;3121.00;9.82;1564.00;2.19;0
10;arms_factory;3144.00;9.82;1561.00;4.85;0
10;arms_factory;3150.00;10.43;1569.00;0.13;0
10;arms_factory;3138.00;9.80;1549.00;2.80;0
10;arms_factory;3118.00;9.90;1556.00;0.63;0
10;arms_factory;3135.00;9.85;1551.00;3.30;0
10;industrial_complex;3135.00;9.80;1567.00;4.86;0
10;industrial_complex;3127.00;9.98;1551.00;1.24;0
10;industrial_complex;3141.00;9.80;1568.00;5.37;0
10;industrial_complex;3155.00;10.50;1564.00;1.75;0
10;industrial_complex;3137.00;9.80;1558.00;3.30;0
10;industrial_complex;3149.00;10.20;1566.00;1.14;0
10;air_base;3142.00;9.80;1559.00;2.35;0
10;bunker;3136.00;9.80;1556.00;0.19;0
10;bunker;3136.00;9.80;1568.00;1.75;0
10;bunker;3155.00;10.50;1562.00;4.42;0
10;bunker;3140.00;9.80;1556.00;0.80;0
10;bunker;3125.00;10.00;1551.00;3.81;0
10;bunker;3119.00;9.90;1557.00;5.02;0
10;bunker;3118.00;10.00;1548.00;2.86;0
10;bunker;3129.00;9.80;1558.00;0.70;0
10;bunker;3124.00;9.85;1565.00;0.80;0
10;anti_air_building;3132.00;9.82;1552.00;4.93;0
10;anti_air_building;3127.00;9.90;1557.00;1.31;0
10;anti_air_building;3144.00;9.88;1551.00;5.43;0
10;synthetic_refinery;3143.00;9.85;1569.00;5.54;0
10;radar_station;3136.00;9.80;1558.00;3.42;0
10;rocket_site;3120.00;10.00;1546.00;6.04;0
10;nuclear_reactor;3156.00;10.13;1566.00;2.42;0
11;arms_factory;3190.00;10.30;1639.00;0.13;0
11;arms_factory;3164.00;10.10;1621.00;2.80;0
11;arms_factory;3177.00;9.80;1619.00;0.63;0
11;arms_factory;3170.00;9.82;1619.00;3.30;0
11;arms_factory;3191.00;10.30;1643.00;4.86;0
11;arms_factory;3194.00;10.30;1636.00;1.24;0
11;industrial_complex;3190.00;10.30;1642.00;5.37;0
11;industrial_complex;3191.00;10.30;1638.00;1.75;0
11;industrial_complex;3202.00;9.85;1628.00;3.30;0
